,id_cmd,id_nett,id_utilisateur,type,note,avis,statut,date,heure,frais,type_nettoyage,type_canapé,type_matelas,niveau_salete,ville,nettoyage_externe,nettoyage_interne,mois
708,84388,341893,677580,auto,1,Médiocre dans l'ensemble. Le service n'a pas réussi à éliminer les taches tenaces sur les sièges.,terminée,2023-11-14,20:13,95,à l'eau,Aucun,Aucun,élevé,Riom,TRUE,TRUE,2023-11
717,56489,191748,395120,auto,1,Les résultats sont inférieurs à la moyenne. Ma voiture n'est que partiellement propre après le service,terminée,2023-09-26,16:46,65,sec,Aucun,Aucun,léger,Portes-lès-Valence,FALSE,TRUE,2023-09
718,40274,818091,842485,auto,1,Les promesses de propreté totale ne sont pas tenues. Ma voiture n'est que partiellement nettoyée.,terminée,2023-10-15,18:27,65,à l'eau,Aucun,Aucun,moyen,Annecy,TRUE,FALSE,2023-10
719,73854,831886,661961,auto,1,Les nettoyeurs ont utilisé des produits trop agressifs et ils ont abîmé ma voiture.,terminée,2023-11-11,16:24,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-11
720,64345,946842,560556,auto,1,Les nettoyeurs ont pris plus de temps que prévu,terminée,2023-04-04,14:38,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-04
721,29655,539844,351394,auto,1,Les nettoyeurs ont mal nettoyé les tapis et ils ont laissé des taches.,terminée,2023-05-15,23:06,65,sec,Aucun,Aucun,léger,54000 Nancy,FALSE,TRUE,2023-05
722,85483,80996,437224,auto,1,"Les nettoyeurs ont fait un travail rapide, mais il n'était pas bon. ",terminée,2023-09-11,22:49,65,sec,Aucun,Aucun,moyen,Port-Saint-Louis-du-Rhône,TRUE,FALSE,2023-09
726,81784,385598,496658,auto,1,Les nettoyeurs ont abîmé ma voiture. Je ne recommanderais jamais ce service à personne.,terminée,2023-09-01,1:03,55,sec,Aucun,Aucun,léger,Laon,TRUE,FALSE,2023-09
727,86528,967042,999110,auto,1,Les nettoyeurs ont abîmé ma voiture et ils ont volé mes affaires. Je ne recommanderais jamais ce service à personne.,terminée,2023-12-21,5:38,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-12
730,71249,132177,554620,auto,1,Le travail n'est que partiellement fait. Certains endroits de ma voiture n'ont pas été touchés.,terminée,2023-11-17,1:16,75,sec,Aucun,Aucun,moyen,Rueil-Malmaison,FALSE,TRUE,2023-11
732,28309,945710,621270,auto,1,Le service ne vaut pas le prix payé. Ma voiture est loin d'être aussi propre que je l'espérais.,terminée,2023-04-20,23:21,65,à l'eau,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-04
734,10723,276466,693264,auto,1,Le service ne répond pas à la promesse de propreté totale. Des endroits évidents ont été ignorés,terminée,2023-06-05,1:53,85,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-06
737,24411,739346,153535,auto,1,"Le service n'a pas répondu à mes attentes. Des détails ont été négligés, et la saleté persiste.",terminée,2023-03-04,18:04,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-03
738,87041,105401,529584,auto,1,Le service laisse à désirer. Ma voiture n'est pas aussi propre que je l'espérais après avoir utilisé cette application.,terminée,2023-05-08,7:12,75,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-05
739,70944,418578,562249,auto,1,Le service était médiocre et j'ai payé trop cher.,terminée,2023-09-28,23:24,95,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,TRUE,2023-09
740,14523,373196,369386,auto,1,"Le service était en retard, ils étaient impolis, et ils n'ont même pas fait le travail comme prévu. Je ne recommanderais jamais ce service à personne.",terminée,2023-09-26,20:28,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-09
741,83201,945710,51254,auto,1,"Le service était en retard, ils étaient impolis, et ils n'ont même pas fait le travail comme prévu. ",terminée,2023-11-27,8:43,85,sec,Aucun,Aucun,moyen,La Ciotat,TRUE,TRUE,2023-11
742,73854,105401,661961,auto,1,"Le service était bon marché, mais il n'était pas de qualité. Je ne recommanderais pas ce service à personne qui recherche un service de qualité.",terminée,2023-11-11,16:24,85,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-11
744,50675,676651,101246,auto,1,"Le service est passé à côté de l'essentiel. Ma voiture n'est que partiellement propre, et ça n'en vaut pas le coût.",terminée,2023-08-10,13:46,85,à l'eau,Aucun,Aucun,élevé,Perpignan,FALSE,TRUE,2023-08
745,89991,591563,617224,auto,1,Le service est médiocre. Des résidus de produits de nettoyage sont visibles sur la carrosserie.,terminée,2023-02-22,15:48,85,sec,Aucun,Aucun,élevé,Besançon,FALSE,TRUE,2023-02
748,99479,739346,460038,auto,1,Le service est décevant. La saleté sur ma voiture aurait pu être éliminée de manière plus efficace.,terminée,2023-05-16,19:24,85,à l'eau,Aucun,Aucun,moyen,Romans-sur-Isère,TRUE,TRUE,2023-05
750,44680,591563,476552,auto,1,Le service de nettoyage auto était terrible. La voiture était encore sale après que les nettoyeurs soient partis. Je ne recommanderais jamais ce service à personne.,terminée,2023-03-17,19:27,55,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-03
751,64345,549823,560556,auto,1,Le service de nettoyage auto était terrible. La voiture était encore sale après que les nettoyeurs soient partis. Je ne recommanderais jamais ce service à personne.,terminée,2023-04-04,14:38,85,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,TRUE,2023-04
773,34161,640435,378267,auto,1,Le nettoyage était en dessous de mes attentes. Certaines parties de ma voiture ont été négligées.,terminée,2023-12-10,1:59,95,à l'eau,Aucun,Aucun,élevé,Romans-sur-Isère,TRUE,TRUE,2023-12
774,50362,195630,360135,auto,1,"Le nettoyage était à peine acceptable. Des zones évidentes ont été négligées, décevant.",terminée,2023-09-06,9:42,65,à l'eau,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-09
775,85258,878827,661263,auto,1,Le nettoyage est passé à côté de l'essentiel. Certaines parties de la voiture semblent avoir été ignorées.,terminée,2023-10-12,23:11,75,à l'eau,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-10
778,11816,219252,378216,auto,1,Le nettoyage a laissé à désirer. Ma voiture n'est pas aussi propre que je m'y attendais.,terminée,2023-12-27,11:38,75,à l'eau,Aucun,Aucun,moyen,Blois,FALSE,TRUE,2023-12
779,87393,96830,869118,auto,1,Le nettoyage a été fait de manière superficielle. Des taches évidentes subsistent.,terminée,2023-07-04,4:37,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-07
783,76777,836026,156438,auto,1,"La qualité est moyenne, tout au plus. Des traces de saleté subsistent après le soi-disant 'nettoyage'.",terminée,2023-01-14,22:38,55,à l'eau,Aucun,Aucun,léger,Rixheim,TRUE,FALSE,2023-01
785,80405,80996,337165,auto,1,La qualité du nettoyage est inférieure à la moyenne. Des traces de saleté persistent partout.,terminée,2023-07-21,0:35,85,sec,Aucun,Aucun,moyen,Port-de-Bouc,TRUE,TRUE,2023-07
787,47584,341893,238611,auto,1,La propreté est loin d'être totale. Des endroits évidents ont été négligés.,terminée,2023-02-27,5:23,75,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-02
805,45221,385598,589436,auto,1,"Je ne suis pas satisfait du tout. Ma voiture est toujours sale, le service ne vaut pas le prix payé.",terminée,2023-10-27,15:24,65,à l'eau,Aucun,Aucun,moyen,67000 Strasbourg,TRUE,FALSE,2023-10
806,40274,219252,842485,auto,1,Je ne recommanderais pas ce service à quiconque. Ma voiture est à peine plus propre qu'avant.,terminée,2023-10-15,18:27,85,à l'eau,Aucun,Aucun,moyen,Annecy,TRUE,TRUE,2023-10
807,38549,555353,198291,auto,1,Je ne recommande pas ce service. Ma voiture est à peine plus propre qu'avant le nettoyage.,terminée,2023-03-24,6:19,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-03
808,84722,591563,365650,auto,1,Je m'attendais à mieux. Des zones clés de ma voiture ont été négligées lors du nettoyage.,terminée,2023-09-06,16:27,65,à l'eau,Aucun,Aucun,léger,Rueil-Malmaison,FALSE,TRUE,2023-09
830,98862,945710,641075,auto,1,Des traces de savon sec sur la carrosserie et des résidus d'eau sur les vitres. Pas impressionné du tout.,terminée,2023-03-06,1:45,75,à l'eau,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-03
831,44375,541545,280327,auto,1,Déçu par la qualité globale. Certaines parties de ma voiture ont été complètement ignorées.,terminée,2023-01-24,6:57,55,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-01
832,95031,748834,231242,auto,1,"Déçu par la qualité du nettoyage. Des taches évidentes ont été négligées, et la poussière persiste.",terminée,2023-12-10,20:58,75,à l'eau,Aucun,Aucun,élevé,Rivesaltes,TRUE,FALSE,2023-12
836,49478,373196,80864,auto,1,pas vraiment,terminée,2023-12-10,23:42,65,sec,Aucun,Aucun,moyen,Le Havre,TRUE,FALSE,2023-12
837,19528,288977,612508,auto,1,service mal,terminée,2023-01-12,10:24,65,à l'eau,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-01
998,49499,591563,894591,auto,1,N/A,terminée,2023-11-12,6:26,75,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-11
999,33830,676651,62719,auto,1,N/A,terminée,2023-10-19,23:27,55,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-10
1000,62685,591563,208367,auto,1,N/A,terminée,2023-09-12,6:33,75,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-09
1001,94625,882373,426200,auto,1,N/A,terminée,2023-07-15,23:48,75,à l'eau,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-07
1002,49334,331284,208367,auto,1,N/A,terminée,2023-03-11,23:55,75,sec,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-03
1003,94483,938056,278117,auto,1,N/A,terminée,2023-06-14,14:28,75,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-06
116,46610,96830,303762,matelas,-1,N/A,annulée,2023-03-09,21:00,60,sec,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-03
117,24460,727790,278895,matelas,-1,N/A,annulée,2023-04-17,5:44,70,à l'eau,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-04
118,12619,288977,822117,matelas,-1,N/A,annulée,2023-11-20,16:00,45,à l'eau,Aucun,petit,moyen,Nice,FALSE,FALSE,2023-11
119,20446,863961,685341,matelas,-1,N/A,annulée,2023-03-30,15:29,30,sec,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-03
120,48481,62862,278428,matelas,-1,N/A,annulée,2023-05-11,7:11,60,à l'eau,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-05
121,67439,954372,725179,matelas,-1,N/A,annulée,2023-08-02,22:52,50,à l'eau,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-08
122,19879,892155,81353,matelas,-1,N/A,annulée,2023-09-19,22:42,55,à l'eau,Aucun,moyen,moyen,Clermont-Ferrand,FALSE,FALSE,2023-09
123,63862,398472,239605,matelas,-1,N/A,annulée,2023-10-19,6:26,60,à l'eau,Aucun,moyen,élevé,Pontivy,FALSE,FALSE,2023-10
124,41238,962374,168169,matelas,-1,N/A,annulée,2023-08-22,23:32,55,sec,Aucun,grand,moyen,54000 Nancy,FALSE,FALSE,2023-08
125,79954,476819,82324,matelas,-1,N/A,annulée,2023-08-10,1:16,55,à l'eau,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-08
126,64608,102579,869118,matelas,-1,N/A,annulée,2023-06-27,11:57,40,sec,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-06
127,40485,945710,146542,matelas,-1,N/A,annulée,2023-12-14,23:19,50,sec,Aucun,moyen,élevé,La Grande-Motte,FALSE,FALSE,2023-12
128,98521,62862,518336,matelas,-1,N/A,annulée,2023-11-15,10:12,45,à l'eau,Aucun,petit,moyen,Saint-Avold,FALSE,FALSE,2023-11
129,89935,219252,895777,matelas,-1,N/A,annulée,2023-02-01,16:09,65,à l'eau,Aucun,grand,moyen,Saint-Avold,FALSE,FALSE,2023-02
130,76005,341893,370133,matelas,-1,N/A,annulée,2023-06-18,16:37,40,sec,Aucun,moyen,léger,Saint-Étienne,FALSE,FALSE,2023-06
131,40687,132177,72028,matelas,-1,N/A,annulée,2023-07-29,13:31,60,à l'eau,Aucun,moyen,élevé,Riom,FALSE,FALSE,2023-07
132,95501,237937,355647,matelas,-1,N/A,annulée,2023-08-16,14:40,50,à l'eau,Aucun,moyen,léger,Rixheim,FALSE,FALSE,2023-08
133,33442,555353,836097,matelas,-1,N/A,annulée,2023-07-27,11:08,50,à l'eau,Aucun,petit,élevé,Saint-Avold,FALSE,FALSE,2023-07
134,82696,79823,167589,matelas,-1,N/A,annulée,2023-03-29,20:40,50,sec,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-03
135,17356,946842,783861,matelas,-1,N/A,annulée,2023-07-19,16:55,55,sec,Aucun,grand,moyen,Moulins,FALSE,FALSE,2023-07
136,64828,494684,395911,matelas,-1,N/A,annulée,2023-11-21,13:20,50,sec,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-11
137,32901,373196,498821,matelas,-1,N/A,annulée,2023-08-08,16:56,55,à l'eau,Aucun,moyen,moyen,Strasbourg,FALSE,FALSE,2023-08
138,10291,514377,475837,matelas,-1,N/A,annulée,2023-04-18,23:57,50,sec,Aucun,moyen,élevé,Aix-en-Provence,FALSE,FALSE,2023-04
139,25081,341893,311482,matelas,-1,N/A,annulée,2023-09-30,0:23,40,sec,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-09
140,94400,398472,94913,matelas,-1,N/A,annulée,2023-09-07,8:12,40,à l'eau,Aucun,petit,léger,Romans-sur-Isère,FALSE,FALSE,2023-09
141,94754,132177,752689,matelas,-1,N/A,annulée,2023-12-20,12:10,55,sec,Aucun,grand,moyen,Rueil-Malmaison,FALSE,FALSE,2023-12
142,27345,555353,198565,matelas,-1,N/A,annulée,2023-12-21,19:25,40,à l'eau,Aucun,petit,léger,Lorient,FALSE,FALSE,2023-12
143,44366,132177,889012,matelas,-1,N/A,en cours,2023-01-16,18:59,50,à l'eau,Aucun,petit,élevé,Saint-Avold,FALSE,FALSE,2023-01
144,16472,863961,906529,matelas,-1,N/A,en cours,2023-02-20,13:35,30,sec,Aucun,petit,léger,Gérardmer,FALSE,FALSE,2023-02
145,60326,494684,590749,matelas,-1,N/A,en cours,2023-09-24,10:45,60,à l'eau,Aucun,moyen,élevé,Toulon,FALSE,FALSE,2023-09
146,84923,809513,968280,matelas,-1,N/A,en cours,2023-10-10,22:45,60,à l'eau,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-10
147,12069,211817,351951,matelas,-1,N/A,en cours,2023-08-13,6:14,55,à l'eau,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-08
148,42072,945710,227092,matelas,-1,N/A,en cours,2023-03-22,7:51,60,sec,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-03
149,52821,809513,62719,matelas,-1,N/A,en cours,2023-01-31,9:38,40,à l'eau,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-01
150,75590,514459,721360,matelas,-1,N/A,en cours,2023-02-19,20:50,45,sec,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-02
151,93945,276466,645301,matelas,-1,N/A,en cours,2023-07-11,23:11,60,à l'eau,Aucun,moyen,élevé,Saint-Avold,FALSE,FALSE,2023-07
152,53245,341893,438068,matelas,-1,N/A,en cours,2023-10-31,23:46,55,à l'eau,Aucun,moyen,moyen,Poitiers,FALSE,FALSE,2023-10
153,69631,555353,305253,matelas,-1,N/A,en cours,2023-05-07,17:05,45,sec,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-05
154,90032,105401,872549,matelas,-1,N/A,en cours,2023-11-12,21:04,55,à l'eau,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-11
155,64810,280097,156438,matelas,-1,N/A,en cours,2023-08-09,16:45,30,sec,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-08
156,71671,79823,332010,matelas,-1,N/A,en cours,2023-03-12,4:02,60,à l'eau,Aucun,grand,léger,Saint-Avertin,FALSE,FALSE,2023-03
157,51290,21533,793378,matelas,-1,N/A,en cours,2023-08-21,9:43,40,sec,Aucun,petit,élevé,Saint-Étienne,FALSE,FALSE,2023-08
158,97030,882373,627112,matelas,-1,N/A,en cours,2023-04-28,23:08,60,à l'eau,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-04
159,97718,522812,570657,matelas,-1,N/A,en cours,2023-09-23,21:08,40,sec,Aucun,petit,élevé,Rumilly,FALSE,FALSE,2023-09
160,47879,640435,895688,matelas,-1,N/A,en cours,2023-12-30,2:48,50,à l'eau,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-12
161,77166,676651,270560,matelas,-1,N/A,en cours,2023-04-26,13:01,40,sec,Aucun,petit,élevé,Saint-Avold,FALSE,FALSE,2023-04
162,14904,809513,49077,matelas,-1,N/A,en cours,2023-02-19,22:19,60,à l'eau,Aucun,grand,léger,Mulhouse,FALSE,FALSE,2023-02
163,85977,978670,395911,matelas,-1,N/A,en cours,2023-09-03,22:03,45,à l'eau,Aucun,petit,moyen,Périgueux,FALSE,FALSE,2023-09
164,51334,96830,637916,matelas,-1,N/A,en cours,2023-05-28,20:39,60,à l'eau,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-05
165,63823,418578,147181,matelas,-1,N/A,en cours,2023-10-21,22:45,50,à l'eau,Aucun,petit,élevé,Saint-Avold,FALSE,FALSE,2023-10
166,36473,818091,447510,matelas,-1,N/A,en cours,2023-02-22,15:16,50,à l'eau,Aucun,petit,élevé,Rixheim,FALSE,FALSE,2023-02
167,81348,398472,73717,matelas,-1,N/A,en cours,2023-12-23,22:15,60,à l'eau,Aucun,moyen,élevé,Saint-Avold,FALSE,FALSE,2023-12
168,28850,708501,43921,matelas,-1,N/A,en cours,2023-07-04,23:34,70,à l'eau,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-07
169,24745,946842,526502,matelas,-1,N/A,en cours,2023-03-31,3:04,50,à l'eau,Aucun,petit,élevé,Aix-en-Provence,FALSE,FALSE,2023-03
170,10936,525496,427536,matelas,-1,N/A,en cours,2023-01-17,13:04,55,sec,Aucun,grand,moyen,Portes-lès-Valence,FALSE,FALSE,2023-01
171,19799,892155,519588,matelas,-1,N/A,en cours,2023-02-27,8:33,45,sec,Aucun,moyen,moyen,Annecy,FALSE,FALSE,2023-02
172,28449,373196,767647,matelas,-1,N/A,en cours,2023-04-24,13:33,55,à l'eau,Aucun,moyen,moyen,Chartres,FALSE,FALSE,2023-04
173,20512,468203,428097,matelas,-1,N/A,en cours,2023-04-30,17:17,45,à l'eau,Aucun,petit,moyen,Saint-Avold,FALSE,FALSE,2023-04
174,99819,28350,850232,matelas,-1,N/A,en cours,2023-03-25,16:55,55,sec,Aucun,grand,moyen,Saint-Avold,FALSE,FALSE,2023-03
175,29024,522812,347853,matelas,-1,N/A,en cours,2023-12-14,11:37,50,sec,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-12
176,47279,607664,81353,matelas,-1,N/A,en cours,2023-06-10,16:21,60,à l'eau,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-06
177,14164,281218,674999,matelas,-1,N/A,en cours,2023-06-14,16:17,40,à l'eau,Aucun,petit,léger,54000 Nancy,FALSE,FALSE,2023-06
178,31467,398472,394979,matelas,-1,N/A,en cours,2023-10-28,22:50,40,à l'eau,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-10
179,44623,640435,812849,matelas,-1,N/A,en cours,2023-11-27,0:35,45,sec,Aucun,moyen,moyen,Rumilly,FALSE,FALSE,2023-11
180,75793,468203,51859,matelas,-1,N/A,en cours,2023-02-25,8:24,55,à l'eau,Aucun,moyen,moyen,Chambéry,FALSE,FALSE,2023-02
181,30844,96830,980130,matelas,-1,N/A,en cours,2023-07-03,23:29,50,sec,Aucun,grand,léger,Poitiers,FALSE,FALSE,2023-07
182,72318,398472,336041,matelas,-1,N/A,en cours,2023-09-06,15:52,40,à l'eau,Aucun,petit,léger,Besançon,FALSE,FALSE,2023-09
183,62792,917301,543739,matelas,-1,N/A,en cours,2023-02-14,0:01,45,sec,Aucun,moyen,moyen,Toulon,FALSE,FALSE,2023-02
184,36334,476819,666976,matelas,-1,N/A,en cours,2023-01-19,8:25,60,à l'eau,Aucun,grand,léger,Lorient,FALSE,FALSE,2023-01
185,91520,418578,637063,matelas,-1,N/A,en cours,2023-04-17,23:11,45,sec,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-04
186,17045,883566,308884,matelas,-1,N/A,en cours,2023-03-06,6:29,45,à l'eau,Aucun,petit,moyen,Romans-sur-Isère,FALSE,FALSE,2023-03
187,75707,739346,427536,matelas,-1,N/A,en cours,2023-05-07,12:52,60,à l'eau,Aucun,moyen,élevé,13002 Marseille,FALSE,FALSE,2023-05
188,43858,70861,870388,matelas,-1,N/A,en cours,2023-04-28,1:03,40,à l'eau,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-04
189,35017,539844,722919,matelas,-1,N/A,en cours,2023-03-01,23:08,55,à l'eau,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-03
190,34782,105401,536181,matelas,-1,N/A,en cours,2023-02-09,23:07,45,à l'eau,Aucun,petit,moyen,Saint-Avold,FALSE,FALSE,2023-02
191,46295,748834,882068,matelas,-1,N/A,en cours,2023-10-28,22:10,40,sec,Aucun,moyen,léger,La Ciotat,FALSE,FALSE,2023-10
192,79592,818091,212468,matelas,-1,N/A,en cours,2023-01-09,4:08,70,à l'eau,Aucun,grand,élevé,Brest,FALSE,FALSE,2023-01
193,66201,946842,888145,matelas,-1,N/A,en cours,2023-04-22,1:37,45,sec,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-04
194,13631,676651,268931,matelas,-1,N/A,en cours,2023-06-02,22:19,65,à l'eau,Aucun,grand,moyen,Rodez,FALSE,FALSE,2023-06
195,25679,373196,400155,matelas,-1,N/A,en cours,2023-09-15,23:51,45,sec,Aucun,moyen,moyen,44000 Nantes,FALSE,FALSE,2023-09
196,37827,21533,207866,matelas,-1,N/A,en cours,2023-02-26,17:13,30,sec,Aucun,petit,léger,13002 Marseille,FALSE,FALSE,2023-02
197,35401,19731,460038,matelas,-1,N/A,en cours,2023-10-23,0:34,60,à l'eau,Aucun,moyen,élevé,Mulhouse,FALSE,FALSE,2023-10
198,84436,945710,466128,matelas,-1,N/A,en cours,2023-08-05,14:29,60,sec,Aucun,grand,élevé,Pontarlier,FALSE,FALSE,2023-08
199,67031,946842,511362,matelas,-1,N/A,en cours,2023-09-01,16:16,50,à l'eau,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-09
200,86812,80996,365074,matelas,-1,N/A,en cours,2023-03-14,20:25,30,sec,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-03
201,90541,288977,386869,matelas,-1,N/A,en cours,2023-12-30,21:34,45,sec,Aucun,moyen,moyen,Annecy,FALSE,FALSE,2023-12
202,81390,651167,892896,matelas,-1,N/A,en cours,2023-12-13,6:34,60,à l'eau,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-12
203,40176,280097,408166,matelas,-1,N/A,en cours,2023-09-03,2:39,50,à l'eau,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-09
204,58762,978670,709494,matelas,-1,N/A,en cours,2023-05-03,0:39,50,à l'eau,Aucun,petit,élevé,Angers,FALSE,FALSE,2023-05
205,24604,549823,910014,matelas,-1,N/A,en cours,2023-02-17,23:39,60,sec,Aucun,grand,élevé,67000 Strasbourg,FALSE,FALSE,2023-02
206,20489,748834,706611,matelas,-1,N/A,en cours,2023-07-18,0:47,45,sec,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-07
207,96062,280097,449666,matelas,-1,N/A,en cours,2023-03-20,9:47,60,à l'eau,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-03
208,95891,195630,981049,matelas,-1,N/A,en cours,2023-02-03,23:13,40,sec,Aucun,moyen,léger,Romans-sur-Isère,FALSE,FALSE,2023-02
209,44196,962374,543739,matelas,-1,N/A,en cours,2023-04-06,11:35,45,à l'eau,Aucun,petit,moyen,Port-Saint-Louis-du-Rhône,FALSE,FALSE,2023-04
210,76356,882373,464684,matelas,-1,N/A,en cours,2023-12-15,15:46,60,sec,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-12
211,85757,878827,243875,matelas,-1,N/A,en cours,2023-05-09,20:58,55,à l'eau,Aucun,moyen,moyen,Clermont-Ferrand,FALSE,FALSE,2023-05
212,42689,288977,905431,matelas,-1,N/A,en cours,2023-06-03,19:12,70,à l'eau,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-06
213,78765,946842,316611,matelas,-1,N/A,en cours,2023-05-08,22:32,60,à l'eau,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-05
214,26645,869397,612508,matelas,-1,N/A,en cours,2023-01-15,22:26,65,à l'eau,Aucun,grand,moyen,Saint-Avold,FALSE,FALSE,2023-01
215,40210,195630,554834,matelas,-1,N/A,en cours,2023-07-05,18:24,30,sec,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-07
216,22428,19731,676974,matelas,-1,N/A,en cours,2023-08-03,13:02,40,sec,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-08
217,55498,67747,791764,matelas,-1,N/A,en cours,2023-03-07,21:57,55,à l'eau,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-03
218,72995,887300,432525,matelas,-1,N/A,en cours,2023-03-03,22:23,60,à l'eau,Aucun,grand,léger,Rodez,FALSE,FALSE,2023-03
219,35544,237937,468384,matelas,-1,N/A,en cours,2023-08-26,22:16,65,à l'eau,Aucun,grand,moyen,Saint-Avold,FALSE,FALSE,2023-08
220,41317,946842,925881,matelas,-1,N/A,en cours,2023-03-31,16:03,40,sec,Aucun,moyen,léger,Périgueux,FALSE,FALSE,2023-03
221,92884,281218,971122,matelas,-1,N/A,en cours,2023-10-22,23:11,45,sec,Aucun,moyen,moyen,Rumilly,FALSE,FALSE,2023-10
222,38611,476819,321893,matelas,-1,N/A,en cours,2023-01-31,5:51,60,à l'eau,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-01
223,31924,818091,661263,matelas,-1,N/A,en cours,2023-08-07,21:07,70,à l'eau,Aucun,grand,élevé,Chartres,FALSE,FALSE,2023-08
224,45534,494684,111774,matelas,-1,N/A,en cours,2023-01-31,21:15,60,sec,Aucun,grand,élevé,Port-de-Bouc,FALSE,FALSE,2023-01
225,30366,28350,941097,matelas,-1,N/A,en cours,2023-08-14,14:44,40,sec,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-08
226,21051,432531,326419,matelas,-1,N/A,en cours,2023-06-19,21:04,60,sec,Aucun,grand,élevé,Pontivy,FALSE,FALSE,2023-06
227,91300,79823,616123,matelas,-1,N/A,en cours,2023-02-23,20:44,65,à l'eau,Aucun,grand,moyen,Saint-Avold,FALSE,FALSE,2023-02
228,31600,882373,46555,matelas,-1,N/A,en cours,2023-06-23,23:40,55,à l'eau,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-06
